batsman,bowler,0,1,2,3,4,6,out,batclustno,bowlclustno,balls
V Sehwag,DS Kulkarni,0.4666666666666667,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.06666666666666667,0,0,15
WP Saha,DS Kulkarni,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0,0,5
CA Pujara,DS Kulkarni,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0,0,6
WP Saha,JP Faulkner,0.30434782608695654,0.43478260869565216,0.08695652173913043,0.0,0.17391304347826086,0.0,0.043478260869565216,0,0,23
CA Pujara,JP Faulkner,0.0,0.625,0.125,0.125,0.125,0.0,0.0,0,0,8
GJ Maxwell,JP Faulkner,0.4117647058823529,0.29411764705882354,0.11764705882352941,0.0,0.0,0.17647058823529413,0.058823529411764705,0,0,17
GJ Maxwell,DS Kulkarni,0.36363636363636365,0.18181818181818182,0.0,0.0,0.45454545454545453,0.0,0.0,0,0,11
GJ Maxwell,KW Richardson,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,7
GJ Maxwell,PV Tambe,0.5,0.42857142857142855,0.0,0.0,0.0,0.07142857142857142,0.0,0,0,14
CA Pujara,PV Tambe,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0,0,10
CA Pujara,R Bhatia,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0,0,5
GJ Maxwell,R Bhatia,0.3157894736842105,0.2631578947368421,0.10526315789473684,0.0,0.21052631578947367,0.10526315789473684,0.0,0,0,19
CA Pujara,STR Binny,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
DA Miller,STR Binny,0.6153846153846154,0.0,0.23076923076923078,0.0,0.15384615384615385,0.0,0.0,0,0,13
DA Miller,PV Tambe,0.0625,0.625,0.1875,0.0,0.0,0.125,0.0,0,0,16
DA Miller,JP Faulkner,0.34782608695652173,0.2608695652173913,0.17391304347826086,0.0,0.043478260869565216,0.17391304347826086,0.0,0,0,23
DA Miller,DS Kulkarni,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.4166666666666667,0.16666666666666666,0,0,12
G Gambhir,SB Jakati,0.2571428571428571,0.37142857142857144,0.17142857142857143,0.02857142857142857,0.11428571428571428,0.05714285714285714,0.02857142857142857,0,0,35
BB McCullum,SB Jakati,0.36666666666666664,0.4666666666666667,0.1,0.0,0.0,0.06666666666666667,0.06666666666666667,0,0,30
BB McCullum,BW Hilfenhaus,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0,0,7
BB McCullum,R Ashwin,0.5609756097560976,0.34146341463414637,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.07317073170731707,0,0,41
G Gambhir,R Ashwin,0.46808510638297873,0.3617021276595745,0.06382978723404255,0.0,0.10638297872340426,0.0,0.0425531914893617,0,0,47
G Gambhir,BW Hilfenhaus,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0,0,15
G Gambhir,SK Raina,0.3448275862068966,0.5517241379310345,0.034482758620689655,0.0,0.06896551724137931,0.0,0.0,0,0,29
BB McCullum,SK Raina,0.21052631578947367,0.47368421052631576,0.15789473684210525,0.0,0.10526315789473684,0.05263157894736842,0.0,0,0,19
G Gambhir,RA Jadeja,0.2,0.55,0.1,0.0,0.05,0.1,0.0,0,0,20
BB McCullum,RA Jadeja,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1
BB McCullum,DJ Bravo,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,22
G Gambhir,DJ Bravo,0.30434782608695654,0.43478260869565216,0.043478260869565216,0.0,0.21739130434782608,0.0,0.043478260869565216,0,0,23
JH Kallis,DJ Bravo,0.43902439024390244,0.36585365853658536,0.04878048780487805,0.0,0.12195121951219512,0.024390243902439025,0.07317073170731707,0,0,41
MK Tiwary,SB Jakati,0.35714285714285715,0.5,0.0,0.0,0.14285714285714285,0.0,0.0,0,0,28
JH Kallis,SB Jakati,0.2826086956521739,0.5217391304347826,0.043478260869565216,0.0,0.15217391304347827,0.0,0.021739130434782608,0,0,46
JH Kallis,RA Jadeja,0.3333333333333333,0.5416666666666666,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0,0,24
MK Tiwary,RA Jadeja,0.36666666666666664,0.4666666666666667,0.1,0.0,0.0,0.06666666666666667,0.06666666666666667,0,0,30
YK Pathan,SB Jakati,0.5333333333333333,0.3333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,0,0,30
YK Pathan,RA Jadeja,0.16666666666666666,0.5666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.0,0,0,30
MK Tiwary,R Ashwin,0.25,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0,0,12
YK Pathan,R Ashwin,0.5,0.2647058823529412,0.058823529411764705,0.0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0,0,34
DB Das,RA Jadeja,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0,0,6
LR Shukla,RA Jadeja,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.0,0.07692307692307693,0.0,0.07692307692307693,0,0,13
LR Shukla,DJ Bravo,0.5,0.2777777777777778,0.0,0.0,0.16666666666666666,0.05555555555555555,0.05555555555555555,0,0,18
DB Das,DJ Bravo,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0,0,13
DB Das,BW Hilfenhaus,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,0,3
LR Shukla,BW Hilfenhaus,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0,0,2
R Bhatia,BW Hilfenhaus,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0,0,3
MEK Hussey,M de Lange,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,3
M Vijay,M de Lange,0.5,0.1,0.0,0.0,0.3,0.1,0.0,0,0,10
MEK Hussey,L Balaji,0.5,0.20454545454545456,0.06818181818181818,0.0,0.18181818181818182,0.045454545454545456,0.045454545454545456,0,0,44
MEK Hussey,SP Narine,0.45454545454545453,0.38636363636363635,0.09090909090909091,0.0,0.06818181818181818,0.0,0.06818181818181818,0,0,44
M Vijay,JH Kallis,0.5,0.35714285714285715,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0,0,28
MEK Hussey,JH Kallis,0.275,0.425,0.1,0.025,0.1,0.075,0.025,0,0,40
M Vijay,SP Narine,0.52,0.36,0.08,0.0,0.04,0.0,0.08,0,0,25
M Vijay,L Balaji,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2
MEK Hussey,R Bhatia,0.18181818181818182,0.6136363636363636,0.06818181818181818,0.0,0.11363636363636363,0.022727272727272728,0.0,0,0,44
M Vijay,R Bhatia,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0,0,7
MEK Hussey,YK Pathan,0.19230769230769232,0.5384615384615384,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.0,0,0,26
M Vijay,YK Pathan,0.13043478260869565,0.6521739130434783,0.0,0.0,0.13043478260869565,0.08695652173913043,0.0,0,0,23
F du Plessis,SP Narine,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0,0,8
SK Raina,SP Narine,0.25862068965517243,0.4827586206896552,0.10344827586206896,0.0,0.08620689655172414,0.06896551724137931,0.0,0,0,58
F du Plessis,YK Pathan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
SK Raina,YK Pathan,0.359375,0.5,0.015625,0.0,0.09375,0.03125,0.046875,0,0,64
SK Raina,JH Kallis,0.34375,0.46875,0.0625,0.0,0.109375,0.015625,0.03125,0,0,64
F du Plessis,JH Kallis,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0,0,6
F du Plessis,L Balaji,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
SK Raina,L Balaji,0.29411764705882354,0.47058823529411764,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,0,0,17
MS Dhoni,L Balaji,0.24,0.4,0.12,0.0,0.16,0.08,0.04,3,0,25
F du Plessis,R Bhatia,0.18181818181818182,0.7272727272727273,0.09090909090909091,0.0,0.0,0.0,0.045454545454545456,0,0,22
MS Dhoni,R Bhatia,0.25,0.6666666666666666,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,3,0,24
MS Dhoni,JH Kallis,0.3076923076923077,0.5128205128205128,0.02564102564102564,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.02564102564102564,3,0,39
MS Dhoni,SP Narine,0.5365853658536586,0.43902439024390244,0.024390243902439025,0.0,0.0,0.0,0.0,3,0,41
DJ Bravo,R Bhatia,0.38461538461538464,0.4230769230769231,0.07692307692307693,0.0,0.038461538461538464,0.07692307692307693,0.0,0,0,26
MS Dhoni,M de Lange,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.0,3,0,9
DJ Bravo,M de Lange,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
RA Jadeja,R Bhatia,0.4666666666666667,0.5,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0,0,30
Salman Butt,GD McGrath,0.625,0.25,0.0,0.0,0.125,0.0,0.0,0,0,8
A Chopra,GD McGrath,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,4
Salman Butt,PJ Sangwan,0.5454545454545454,0.2727272727272727,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,11
A Chopra,PJ Sangwan,0.7,0.2,0.0,0.0,0.1,0.0,0.1,0,0,10
A Chopra,VY Mahesh,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0,0,4
Salman Butt,VY Mahesh,0.45454545454545453,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0,0,11
SC Ganguly,VY Mahesh,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0,0,6
DJ Hussey,VY Mahesh,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0,0,5
DJ Hussey,MF Maharoof,0.4166666666666667,0.5,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0,3,12
Salman Butt,MF Maharoof,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0,3,5
Salman Butt,A Mishra,0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,0,3,7
DJ Hussey,A Mishra,0.3055555555555556,0.4722222222222222,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.0,0,3,36
Salman Butt,V Sehwag,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0,3,5
DJ Hussey,V Sehwag,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,1
T Taibu,VY Mahesh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,2
T Taibu,A Mishra,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,3,4
DJ Hussey,PJ Sangwan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,1
T Taibu,PJ Sangwan,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0,3,3
LR Shukla,PJ Sangwan,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,3,2
LR Shukla,GD McGrath,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,3
DJ Hussey,GD McGrath,0.3333333333333333,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0,3,6
LR Shukla,MF Maharoof,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0,3,3
WP Saha,GD McGrath,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,3,3
