batsman,bowler,0,1,2,3,4,6,out,batclustno,bowlclustno,balls
SN Khan,DJ Bravo,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0,3,9
HV Patel,A Nehra,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,2
MA Starc,DJ Bravo,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,3,8
D Wiese,MM Sharma,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,3,7
MA Starc,MM Sharma,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0,3,6
Iqbal Abdulla,DJ Bravo,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0,3,13
S Vidyut,S Sreesanth,0.625,0.125,0.0,0.0,0.25,0.0,0.125,3,3,8
SP Fleming,IK Pathan,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,3,2
SP Fleming,S Sreesanth,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0,3,2
S Badrinath,S Sreesanth,0.47058823529411764,0.35294117647058826,0.058823529411764705,0.0,0.11764705882352941,0.0,0.058823529411764705,0,3,17
SK Raina,VRV Singh,0.4444444444444444,0.3333333333333333,0.0,0.0,0.05555555555555555,0.16666666666666666,0.0,0,0,18
S Badrinath,VRV Singh,0.375,0.25,0.0625,0.0,0.25,0.0625,0.0625,0,0,16
S Badrinath,PP Chawla,0.4482758620689655,0.3103448275862069,0.10344827586206896,0.0,0.13793103448275862,0.0,0.034482758620689655,0,0,29
MS Dhoni,VRV Singh,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,3,0,17
MS Dhoni,JR Hopes,0.4375,0.25,0.1875,0.0,0.0625,0.0625,0.0625,3,0,16
S Badrinath,JR Hopes,0.25,0.4,0.05,0.0,0.2,0.1,0.0,0,0,20
MS Dhoni,Yuvraj Singh,0.30303030303030304,0.45454545454545453,0.030303030303030304,0.0,0.09090909090909091,0.12121212121212122,0.0,3,2,33
MS Dhoni,S Sreesanth,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,3,2,9
JA Morkel,VRV Singh,0.0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0,0,7
JA Morkel,JR Hopes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
JA Morkel,IK Pathan,0.125,0.75,0.0,0.0,0.125,0.0,0.0,0,0,8
SE Marsh,MS Gony,0.3333333333333333,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.0,0,0,9
JR Hopes,MS Gony,0.2,0.4,0.0,0.0,0.1,0.3,0.0,0,0,10
JR Hopes,JA Morkel,0.5,0.25,0.25,0.0,0.0,0.0,0.25,0,0,4
K Goel,MS Gony,0.6,0.25,0.05,0.0,0.05,0.05,0.1,5,0,20
K Goel,JA Morkel,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5,0,3
RR Sarwan,MS Gony,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,2
RR Sarwan,JA Morkel,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,0,3
SE Marsh,P Amarnath,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0,4,9
RR Sarwan,P Amarnath,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,4,3
RR Sarwan,CK Kapugedera,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,4,4
SE Marsh,CK Kapugedera,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,2
SE Marsh,M Muralitharan,0.3333333333333333,0.4444444444444444,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,4,9
RR Sarwan,M Muralitharan,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0,4,7
SE Marsh,L Balaji,0.375,0.5,0.0,0.0,0.0625,0.0625,0.0625,0,4,16
RR Sarwan,L Balaji,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0,4,3
Yuvraj Singh,L Balaji,0.3225806451612903,0.5161290322580645,0.06451612903225806,0.0,0.06451612903225806,0.03225806451612903,0.06451612903225806,3,4,31
Yuvraj Singh,P Amarnath,0.14285714285714285,0.5714285714285714,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,3,4,7
IK Pathan,P Amarnath,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0,4,3
DPMD Jayawardene,P Amarnath,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,4,2
DPMD Jayawardene,M Muralitharan,0.35294117647058826,0.4117647058823529,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0,4,17
IK Pathan,M Muralitharan,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.0,0,4,15
PP Chawla,L Balaji,0.47619047619047616,0.3333333333333333,0.09523809523809523,0.0,0.09523809523809523,0.0,0.047619047619047616,0,4,21
PP Chawla,M Muralitharan,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0,4,11
IK Pathan,MS Gony,0.47619047619047616,0.19047619047619047,0.09523809523809523,0.0,0.19047619047619047,0.047619047619047616,0.0,0,4,21
PP Chawla,MS Gony,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,4,2
IK Pathan,JA Morkel,0.25925925925925924,0.2962962962962963,0.18518518518518517,0.0,0.18518518518518517,0.07407407407407407,0.0,0,4,27
VRV Singh,L Balaji,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,1
U Kaul,L Balaji,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1
DA Warner,Z Khan,0.5,0.2894736842105263,0.02631578947368421,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.05263157894736842,0,4,38
S Dhawan,Z Khan,0.5,0.34,0.0,0.0,0.16,0.0,0.08,0,4,50
DA Warner,NM Coulter-Nile,0.4523809523809524,0.30952380952380953,0.11904761904761904,0.0,0.07142857142857142,0.047619047619047616,0.023809523809523808,0,4,42
S Dhawan,NM Coulter-Nile,0.4375,0.375,0.0625,0.0625,0.0625,0.0,0.0,0,4,16
S Dhawan,CR Brathwaite,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,4,2
DA Warner,CR Brathwaite,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.08333333333333333,0.08333333333333333,0,4,12
DJ Hooda,A Mishra,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0,4,10
Yuvraj Singh,NM Coulter-Nile,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,3,4,9
Yuvraj Singh,CR Brathwaite,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,1
MC Henriques,CR Brathwaite,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0,4,6
MC Henriques,J Yadav,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0,4,12
MC Henriques,JP Duminy,0.3,0.2,0.4,0.0,0.1,0.0,0.1,0,2,10
DA Warner,JP Duminy,0.5,0.36363636363636365,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0,2,22
EJG Morgan,JP Duminy,0.375,0.5,0.0,0.0,0.125,0.0,0.125,0,2,8
EJG Morgan,A Mishra,0.14285714285714285,0.7142857142857143,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0,2,21
NV Ojha,CR Brathwaite,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,2,3
EJG Morgan,CR Brathwaite,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1
NV Ojha,Z Khan,0.6060606060606061,0.18181818181818182,0.09090909090909091,0.0,0.06060606060606061,0.06060606060606061,0.06060606060606061,0,2,33
EJG Morgan,NM Coulter-Nile,0.625,0.125,0.125,0.0,0.0,0.125,0.125,0,2,8
NV Ojha,NM Coulter-Nile,0.38461538461538464,0.46153846153846156,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0,2,13
B Kumar,Z Khan,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,2,2
B Kumar,NM Coulter-Nile,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0,2,5
Q de Kock,B Kumar,0.5357142857142857,0.35714285714285715,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0,2,28
RR Pant,BB Sran,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,2,3
Q de Kock,BB Sran,0.5555555555555556,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,2,9
KK Nair,BB Sran,0.3684210526315789,0.2631578947368421,0.0,0.0,0.2631578947368421,0.10526315789473684,0.0,0,2,19
RR Pant,Mustafizur Rahman,0.35,0.35,0.05,0.0,0.15,0.1,0.0,0,4,20
KK Nair,Mustafizur Rahman,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0,4,15
KK Nair,DJ Hooda,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0,4,9
RR Pant,DJ Hooda,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,4,3
RR Pant,KV Sharma,0.16666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0,4,6
KK Nair,KV Sharma,0.16666666666666666,0.75,0.08333333333333333,0.0,0.0,0.0,0.0,0,4,12
RR Pant,Yuvraj Singh,0.4,0.4,0.2,0.0,0.0,0.0,0.2,0,2,5
JP Duminy,KV Sharma,0.18181818181818182,0.5454545454545454,0.18181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,3,2,11
JP Duminy,DJ Hooda,0.3333333333333333,0.6,0.06666666666666667,0.0,0.0,0.0,0.0,3,2,15
JP Duminy,BB Sran,0.6,0.4,0.0,0.0,0.0,0.0,0.2,3,2,5
JP Duminy,Mustafizur Rahman,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,3,4,3
CR Brathwaite,BB Sran,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1
CR Brathwaite,B Kumar,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0,4,5
CR Brathwaite,Mustafizur Rahman,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0,4,2
SV Samson,Mustafizur Rahman,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0,4,6
MJ Lumb,RJ Harris,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,4,6
NV Ojha,DR Smith,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0,4,5
MJ Lumb,DR Smith,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0,4,3
MJ Lumb,RP Singh,0.3333333333333333,0.1111111111111111,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0,0,9
FY Fazal,RP Singh,0.5625,0.125,0.125,0.0,0.1875,0.0,0.0625,0,0,16
SR Watson,Harmeet Singh,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0,4,6
FY Fazal,Harmeet Singh,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0,4,4
FY Fazal,A Symonds,0.4666666666666667,0.26666666666666666,0.2,0.0,0.06666666666666667,0.0,0.0,0,4,15
SR Watson,A Symonds,0.4,0.2,0.2,0.0,0.0,0.2,0.0,0,4,5
FY Fazal,DR Smith,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,4,4
SR Watson,DR Smith,0.38461538461538464,0.38461538461538464,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0,0,4,13
FY Fazal,PP Ojha,0.3,0.4,0.0,0.0,0.3,0.0,0.1,0,4,10
FY Fazal,RJ Harris,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,2
YK Pathan,Harmeet Singh,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0,4,4
YK Pathan,RJ Harris,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0,4,3
AA Jhunjhunwala,RJ Harris,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0,4,2
AA Jhunjhunwala,PP Ojha,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,4,2
AA Jhunjhunwala,RP Singh,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,3
AA Jhunjhunwala,Harmeet Singh,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,1
AS Raut,Harmeet Singh,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,4,3
SK Warne,Harmeet Singh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
SK Warne,RP Singh,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,6
M Morkel,Harmeet Singh,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0,4,4
AP Dole,Harmeet Singh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2
AP Dole,RJ Harris,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0,4,2
SK Trivedi,RJ Harris,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0,4,4
M Morkel,DR Smith,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,2
SK Trivedi,DR Smith,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0,4,3
VVS Laxman,YK Pathan,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0,4,5
AC Gilchrist,SR Watson,0.5,0.2916666666666667,0.0,0.0,0.125,0.08333333333333333,0.041666666666666664,0,4,24
VVS Laxman,SR Watson,0.7333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0,4,15
VVS Laxman,AP Dole,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0,4,3
AC Gilchrist,AP Dole,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0,4,7
RG Sharma,AP Dole,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.0,0.09090909090909091,0.0,0.0,0,4,11
A Symonds,AP Dole,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0,4,5
A Symonds,M Morkel,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0,4,14
A Symonds,SK Trivedi,0.14285714285714285,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.09523809523809523,0.047619047619047616,0,4,21
Anirudh Singh,SK Trivedi,0.4,0.6,0.0,0.0,0.0,0.0,0.0,5,4,5
Anirudh Singh,SK Warne,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,5,4,7
DR Smith,SK Warne,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0,4,13
DR Smith,SR Watson,0.5161290322580645,0.3548387096774194,0.0,0.0,0.0967741935483871,0.03225806451612903,0.0,0,4,31
RG Sharma,SR Watson,0.20588235294117646,0.47058823529411764,0.11764705882352941,0.0,0.20588235294117646,0.0,0.0,0,4,34
AA Bilakhia,SK Warne,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0,4,3
AA Bilakhia,SR Watson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1
RJ Harris,SK Warne,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0,4,2
RP Singh,SK Warne,0.25,0.5,0.25,0.0,0.0,0.0,0.0,2,4,4
RP Singh,M Morkel,0.8,0.2,0.0,0.0,0.0,0.0,0.2,2,4,5
RP Singh,SK Trivedi,0.75,0.25,0.0,0.0,0.0,0.0,0.5,2,4,4
DPMD Jayawardene,DW Steyn,0.7142857142857143,0.17142857142857143,0.0,0.0,0.08571428571428572,0.02857142857142857,0.0,0,4,35
V Sehwag,I Sharma,0.6086956521739131,0.30434782608695654,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0,4,23
V Sehwag,DW Steyn,0.5405405405405406,0.2972972972972973,0.02702702702702703,0.0,0.13513513513513514,0.0,0.05405405405405406,0,4,37
V Sehwag,NLTC Perera,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0,4,7
DPMD Jayawardene,NLTC Perera,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,4,3
J Botha,I Sharma,0.5,0.3,0.1,0.0,0.1,0.0,0.0,0,4,10
MC Juneja,Anand Rajan,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.0,0,4,7
J Botha,Anand Rajan,0.75,0.0,0.125,0.0,0.125,0.0,0.25,0,4,8
MC Juneja,I Sharma,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0,4,4
MC Juneja,A Mishra,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,0.0,0.09090909090909091,0,4,11
J Botha,A Mishra,0.3333333333333333,0.5,0.1,0.03333333333333333,0.03333333333333333,0.0,0.0,0,4,30
IK Pathan,DW Steyn,0.6875,0.25,0.0,0.0,0.0625,0.0,0.125,0,4,16
IK Pathan,Anand Rajan,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0,4,9
KM Jadhav,A Mishra,0.26666666666666666,0.2,0.2,0.0,0.13333333333333333,0.2,0.0,0,4,15
IK Pathan,NLTC Perera,0.25,0.75,0.0,0.0,0.0,0.0,0.125,0,4,8
KM Jadhav,NLTC Perera,0.2,0.7,0.0,0.0,0.0,0.1,0.0,0,4,10
KM Jadhav,Anand Rajan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,2
KM Jadhav,I Sharma,0.3076923076923077,0.38461538461538464,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0,4,13
M Morkel,NLTC Perera,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,1
KM Jadhav,DW Steyn,0.3,0.6,0.0,0.0,0.1,0.0,0.1,0,4,10
S Nadeem,DW Steyn,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,1
UT Yadav,DW Steyn,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0,4,9
PA Reddy,IK Pathan,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0,4,7
PA Reddy,S Kaul,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2
PA Patel,S Kaul,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.0,0.07692307692307693,0.0,0.07692307692307693,0,4,13
PA Patel,IK Pathan,0.4528301886792453,0.2830188679245283,0.018867924528301886,0.0,0.18867924528301888,0.05660377358490566,0.018867924528301886,0,4,53
KC Sangakkara,S Kaul,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,4,6
KC Sangakkara,UT Yadav,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,4,3
KC Sangakkara,J Botha,0.47619047619047616,0.42857142857142855,0.0,0.0,0.09523809523809523,0.0,0.09523809523809523,0,4,21
PA Patel,J Botha,0.47619047619047616,0.3333333333333333,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0,4,21
PA Patel,S Nadeem,0.42857142857142855,0.42857142857142855,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0,4,14
GH Vihari,S Nadeem,0.5,0.4166666666666667,0.0,0.0,0.0,0.08333333333333333,0.0,0,4,12
GH Vihari,J Botha,0.5,0.375,0.125,0.0,0.0,0.0,0.0,0,4,8
GH Vihari,M Morkel,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0,4,6
NLTC Perera,M Morkel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1
NLTC Perera,UT Yadav,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,4,2
A Mishra,M Morkel,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0,4,11
A Mishra,IK Pathan,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.0,0,4,7
NLTC Perera,IK Pathan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,1
DW Steyn,IK Pathan,0.4,0.0,0.4,0.0,0.2,0.0,0.0,0,4,5
A Mishra,UT Yadav,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0,4,5
DW Steyn,UT Yadav,0.625,0.375,0.0,0.0,0.0,0.0,0.125,0,4,8
AJ Finch,TG Southee,0.4444444444444444,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0,4,18
PA Patel,CH Morris,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0,4,7
AJ Finch,CH Morris,0.5833333333333334,0.16666666666666666,0.0,0.0,0.25,0.0,0.0,0,4,12
AJ Finch,DS Kulkarni,0.8,0.1,0.1,0.0,0.0,0.0,0.1,0,4,10
PA Patel,STR Binny,0.25,0.5833333333333334,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0,4,12
AJ Finch,STR Binny,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0,4,2
CJ Anderson,STR Binny,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,4,3
UBT Chand,DJ Hooda,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,4,3
CJ Anderson,DJ Hooda,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,4,3
UBT Chand,JP Faulkner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
UBT Chand,PV Tambe,0.25,0.25,0.5,0.0,0.0,0.0,0.25,0,4,4
KA Pollard,PV Tambe,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.0,0.0,0.14285714285714285,0.07142857142857142,0,4,14
CJ Anderson,CH Morris,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0,4,12
KA Pollard,JP Faulkner,0.44,0.32,0.04,0.0,0.12,0.08,0.04,0,4,25
CJ Anderson,TG Southee,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0,4,4
S Gopal,CH Morris,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1
J Suchith,CH Morris,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
AM Rahane,P Suyal,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0,4,6
SV Samson,P Suyal,0.2857142857142857,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,0.0,0,4,7
SPD Smith,R Vinay Kumar,0.25925925925925924,0.4444444444444444,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.0,0.07407407407407407,0,4,27
AM Rahane,J Suchith,0.21428571428571427,0.5,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0,4,14
SPD Smith,CJ Anderson,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0,4,9
AM Rahane,CJ Anderson,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0,4,3
AM Rahane,S Gopal,0.3125,0.4375,0.1875,0.0,0.0625,0.0,0.0625,0,4,16
SPD Smith,S Gopal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,3
DJ Hooda,S Gopal,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0,4,3
JP Faulkner,SL Malinga,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,4,7
SPD Smith,P Suyal,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0,4,11
JP Faulkner,P Suyal,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,4,3
G Gambhir,JP Duminy,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.0,0,2,15
RV Uthappa,JP Duminy,0.21052631578947367,0.5263157894736842,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0,2,19
MK Pandey,A Mishra,0.40816326530612246,0.3877551020408163,0.04081632653061224,0.0,0.08163265306122448,0.08163265306122448,0.04081632653061224,0,2,49
RV Uthappa,A Mishra,0.4594594594594595,0.35135135135135137,0.04054054054054054,0.0,0.0945945945945946,0.05405405405405406,0.05405405405405406,0,2,74
RV Uthappa,Imran Tahir,0.25,0.4375,0.0625,0.0,0.0625,0.1875,0.0,0,0,16
PP Chawla,Imran Tahir,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0,0,5
PP Chawla,AD Mathews,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0,0,6
MK Pandey,AD Mathews,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0,0,7
PP Chawla,Yuvraj Singh,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,2,6
MK Pandey,Yuvraj Singh,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0,2,6
YK Pathan,Yuvraj Singh,0.25,0.25,0.1875,0.0,0.0,0.3125,0.0,0,2,16
YK Pathan,AD Mathews,0.34782608695652173,0.5652173913043478,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0,2,23
AD Russell,A Mishra,0.625,0.25,0.0,0.0,0.125,0.0,0.125,0,2,8
AD Russell,Imran Tahir,0.75,0.0,0.0,0.0,0.25,0.0,0.25,0,0,4
SA Yadav,A Mishra,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0,0,4
SA Yadav,Z Khan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
J Botha,Z Khan,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0,0,5
SS Iyer,AD Russell,0.56,0.24,0.04,0.0,0.08,0.08,0.08,0,0,25
SS Iyer,UT Yadav,0.4,0.4,0.05,0.0,0.15,0.0,0.0,0,0,20
SS Iyer,SP Narine,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.0,0.0,0.0,0.0,0,0,14
SS Iyer,PP Chawla,0.23076923076923078,0.5384615384615384,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,13
SS Iyer,GB Hogg,0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0,0,7
MK Tiwary,GB Hogg,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0,0,9
JP Duminy,GB Hogg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,3
JP Duminy,J Botha,0.2727272727272727,0.5909090909090909,0.09090909090909091,0.0,0.045454545454545456,0.0,0.0,3,0,22
KM Jadhav,J Botha,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,3
KM Jadhav,SP Narine,0.29411764705882354,0.47058823529411764,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0,0,17
