,batsman,bowler,0,1,2,3,4,6,notout,balls
3352,KS Williamson,CH Morris,0.5333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,1.0,0.8666666666666667,15
3353,KS Williamson,J Yadav,0.38461538461538464,0.8461538461538463,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,1.0,13
3354,S Dhawan,A Mishra,0.25,0.875,0.9375,0.9375,1.0,1.0,0.875,16
3355,KS Williamson,A Mishra,0.17391304347826084,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.9130434782608695,0.9999999999999999,1.0,23
3356,Yuvraj Singh,A Mishra,0.5714285714285714,0.8928571428571428,0.8928571428571428,0.8928571428571428,0.9642857142857142,0.9999999999999999,0.9285714285714286,28
3357,Yuvraj Singh,J Yadav,0.14285714285714285,0.7142857142857142,0.857142857142857,0.857142857142857,0.9999999999999998,0.9999999999999998,1.0,7
3358,Yuvraj Singh,Mohammed Shami,0.4,0.8,0.8,0.8,0.9333333333333333,1.0,1.0,30
3359,MC Henriques,A Mishra,0.4666666666666667,0.7333333333333334,0.9111111111111112,0.9111111111111112,0.9555555555555557,1.0000000000000002,0.9777777777777777,45
3360,MC Henriques,Mohammed Shami,0.2,1.0,1.0,1.0,1.0,1.0,0.8,5
3361,MC Henriques,CH Morris,0.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,7
3362,Yuvraj Singh,CH Morris,0.25,0.75,0.8333333333333334,0.8333333333333334,1.0,1.0,0.8333333333333334,12
3363,MC Henriques,K Rabada,0.0,0.5,0.5,0.5,1.0,1.0,1.0,4
3364,Yuvraj Singh,K Rabada,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8888888888888888,1.0,1.0,9
3365,SV Samson,B Kumar,0.52,0.74,0.9199999999999999,0.9199999999999999,0.96,1.0,0.96,50
3366,KK Nair,B Kumar,0.6,0.7,0.7,0.7,1.0,1.0,1.0,20
3367,SV Samson,Mohammed Siraj,0.2727272727272727,0.7272727272727272,0.8181818181818181,0.8181818181818181,0.8181818181818181,1.0,0.8181818181818181,11
3368,KK Nair,Mohammed Siraj,0.42857142857142855,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.9999999999999999,0.9999999999999999,1.0,14
3369,KK Nair,S Kaul,0.42105263157894735,0.6842105263157894,0.7894736842105262,0.7894736842105262,0.894736842105263,0.9999999999999999,0.9473684210526316,19
3370,SV Samson,S Kaul,0.2,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,1.0,1.0,10
3371,RR Pant,Mohammed Siraj,0.25,0.75,0.75,0.75,0.75,1.0,0.75,4
3372,KK Nair,MC Henriques,0.39130434782608703,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8695652173913043,1.0,0.9130434782608696,23
3373,RR Pant,MC Henriques,0.2307692307692308,0.6923076923076924,0.7692307692307694,0.7692307692307694,1.0000000000000002,1.0000000000000002,1.0,13
3374,RR Pant,Rashid Khan,0.2222222222222222,0.6666666666666666,0.7777777777777777,0.7777777777777777,0.9999999999999999,0.9999999999999999,1.0,9
3375,KK Nair,Rashid Khan,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,7
3376,RR Pant,S Kaul,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2
3377,SS Iyer,S Kaul,0.4666666666666667,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,15
3378,SS Iyer,Rashid Khan,0.3125,0.8125,0.875,0.875,0.875,1.0,1.0,16
3379,SS Iyer,MC Henriques,0.2222222222222222,0.6666666666666666,0.7777777777777777,0.7777777777777777,0.9999999999999999,0.9999999999999999,1.0,9
3380,SS Iyer,Mohammed Siraj,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,3
3381,CJ Anderson,Mohammed Siraj,0.4,0.8,0.8,0.8,0.8,1.0,1.0,5
3382,SS Iyer,Yuvraj Singh,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,5
3383,CJ Anderson,Yuvraj Singh,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,6
3384,CJ Anderson,S Kaul,0.0,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.9999999999999999,1.0,6
3385,CJ Anderson,Rashid Khan,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,3
3386,SS Iyer,B Kumar,0.5263157894736842,0.8421052631578947,0.894736842105263,0.894736842105263,0.9999999999999999,0.9999999999999999,0.8947368421052632,19
3387,CJ Anderson,B Kumar,0.5,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.9166666666666666,1.0,1.0,12
3388,CH Morris,Mohammed Siraj,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,3
3389,CH Morris,B Kumar,0.0,0.6666666666666666,0.7777777777777777,0.7777777777777777,0.9999999999999999,0.9999999999999999,1.0,9
3390,CH Morris,S Kaul,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,3
3391,CJ Anderson,MC Henriques,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
3392,DR Smith,MA Starc,0.6,0.8333333333333333,0.8666666666666666,0.8666666666666666,0.9999999999999999,0.9999999999999999,0.9666666666666667,30
3393,BB McCullum,YS Chahal,0.5,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.9583333333333334,1.0,0.875,24
3394,SK Raina,YS Chahal,0.3684210526315789,0.7719298245614035,0.8245614035087718,0.8245614035087718,0.9122807017543859,1.0,0.9298245614035088,57
3395,SK Raina,MA Starc,0.4,0.8,0.8666666666666667,0.8666666666666667,1.0,1.0,1.0,15
3396,BB McCullum,MA Starc,0.6,0.6,0.7,0.7,1.0,1.0,1.0,10
3397,SK Raina,D Wiese,0.3684210526315789,0.7894736842105263,0.8421052631578947,0.8421052631578947,0.9473684210526315,1.0,1.0,19
3398,BB McCullum,D Wiese,0.75,0.75,0.75,0.75,1.0,1.0,0.75,4
3399,SK Raina,HV Patel,0.6551724137931034,0.8275862068965517,0.896551724137931,0.896551724137931,1.0,1.0,0.9655172413793104,29
3400,BB McCullum,HV Patel,0.2,0.6000000000000001,0.8,0.8,1.0,1.0,1.0,5
3401,SK Raina,Iqbal Abdulla,0.26666666666666666,0.7,0.7333333333333333,0.7333333333333333,0.8666666666666666,0.9999999999999999,1.0,30
3402,F du Plessis,Iqbal Abdulla,0.2777777777777778,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.9444444444444444,1.0,1.0,18
3403,F du Plessis,HV Patel,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,7
3404,F du Plessis,YS Chahal,0.3,0.95,1.0,1.0,1.0,1.0,0.95,20
3405,F du Plessis,V Kohli,0.0,0.8,1.0,1.0,1.0,1.0,1.0,5
3406,SK Raina,V Kohli,0.25,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,12
3407,F du Plessis,D Wiese,0.21428571428571427,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.9285714285714286,1.0,1.0,14
3408,MS Dhoni,HV Patel,0.5,0.846153846153846,0.9230769230769229,0.9230769230769229,0.9999999999999998,0.9999999999999998,0.9230769230769231,26
3409,MS Dhoni,Iqbal Abdulla,0.2903225806451613,0.870967741935484,0.903225806451613,0.903225806451613,0.967741935483871,1.0,1.0,31
3410,RA Jadeja,Iqbal Abdulla,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,9
3411,RA Jadeja,MA Starc,0.0,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,7
3412,MS Dhoni,MA Starc,0.14285714285714285,0.6428571428571428,0.7857142857142856,0.7857142857142856,0.9999999999999999,0.9999999999999999,1.0,14
3413,RA Jadeja,YS Chahal,0.38461538461538464,0.7692307692307693,0.8461538461538463,0.8461538461538463,0.9230769230769231,1.0,0.9230769230769231,13
3414,P Negi,YS Chahal,0.0,0.5,0.5,0.5,0.5,1.0,1.0,2
3415,MS Dhoni,D Wiese,0.2727272727272727,0.7272727272727272,0.9090909090909091,0.9090909090909091,1.0,1.0,0.9090909090909091,11
3416,P Negi,D Wiese,0.5,0.75,0.75,0.75,1.0,1.0,1.0,4
3417,P Negi,MA Starc,0.5,1.0,1.0,1.0,1.0,1.0,0.75,4
3418,DJ Bravo,MA Starc,0.5,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.9999999999999999,0.9999999999999999,0.6666666666666667,6
3419,A Nehra,MA Starc,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2
3420,NJ Maddinson,IC Pandey,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428572,7
3421,AB de Villiers,IC Pandey,0.6470588235294118,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.9411764705882353,1.0,0.9411764705882353,17
3422,AB de Villiers,A Nehra,0.3793103448275862,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.8275862068965518,1.0,0.9310344827586207,29
3423,V Kohli,IC Pandey,0.3,1.0,1.0,1.0,1.0,1.0,1.0,10
3424,V Kohli,MM Sharma,0.3409090909090909,0.7727272727272727,0.8409090909090908,0.8636363636363635,0.9772727272727272,0.9999999999999999,1.0,44
3425,KD Karthik,MM Sharma,0.4533333333333333,0.8266666666666667,0.8666666666666667,0.8666666666666667,0.9866666666666667,1.0,1.0,75
3426,KD Karthik,IC Pandey,0.42857142857142855,0.6428571428571428,0.7142857142857142,0.7857142857142856,0.9999999999999999,0.9999999999999999,0.9285714285714286,14
3427,V Kohli,P Negi,0.2058823529411765,0.7647058823529412,0.911764705882353,0.911764705882353,0.9411764705882354,1.0,1.0,34
3428,KD Karthik,P Negi,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,7
3429,V Kohli,DJ Bravo,0.3736263736263736,0.6923076923076923,0.7912087912087912,0.8021978021978021,0.956043956043956,0.9999999999999999,1.0,91
3430,KD Karthik,A Nehra,0.3888888888888889,0.7777777777777778,0.8055555555555556,0.8055555555555556,0.9722222222222222,1.0,0.9166666666666666,36
3431,D Wiese,A Nehra,0.5,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,14
3432,SN Khan,A Nehra,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,6
3433,D Wiese,DJ Bravo,0.3684210526315789,0.7368421052631579,0.7894736842105263,0.7894736842105263,0.9473684210526316,1.0,0.8947368421052632,19
3434,SN Khan,DJ Bravo,0.2222222222222222,0.6666666666666666,0.7777777777777777,0.7777777777777777,0.9999999999999999,0.9999999999999999,0.8888888888888888,9
3435,HV Patel,A Nehra,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2
3436,MA Starc,DJ Bravo,0.5,1.0,1.0,1.0,1.0,1.0,1.0,8
3437,D Wiese,MM Sharma,0.2857142857142857,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.857142857142857,0.9999999999999998,0.8571428571428572,7
3438,MA Starc,MM Sharma,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.9999999999999999,0.9999999999999999,0.8333333333333334,6
3439,Iqbal Abdulla,DJ Bravo,0.4615384615384616,0.7692307692307694,0.7692307692307694,0.7692307692307694,1.0000000000000002,1.0000000000000002,0.9230769230769231,13
3440,S Vidyut,S Sreesanth,0.625,0.75,0.75,0.75,1.0,1.0,0.875,8
3441,SP Fleming,IK Pathan,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2
3442,SP Fleming,S Sreesanth,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2
3443,S Badrinath,S Sreesanth,0.4705882352941176,0.8235294117647058,0.8823529411764706,0.8823529411764706,1.0,1.0,0.9411764705882353,17
3444,SK Raina,VRV Singh,0.4444444444444444,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.8333333333333333,0.9999999999999999,1.0,18
3445,S Badrinath,VRV Singh,0.375,0.625,0.6875,0.6875,0.9375,1.0,0.9375,16
3446,S Badrinath,PP Chawla,0.4482758620689655,0.7586206896551724,0.8620689655172413,0.8620689655172413,1.0,1.0,0.9655172413793104,29
3447,MS Dhoni,VRV Singh,0.35294117647058826,0.5882352941176471,0.7058823529411765,0.7647058823529412,0.8823529411764707,1.0,1.0,17
3448,MS Dhoni,JR Hopes,0.4375,0.6875,0.875,0.875,0.9375,1.0,0.9375,16
3449,S Badrinath,JR Hopes,0.25,0.65,0.7000000000000001,0.7000000000000001,0.9000000000000001,1.0000000000000002,1.0,20
3450,MS Dhoni,Yuvraj Singh,0.30303030303030304,0.7575757575757576,0.7878787878787878,0.7878787878787878,0.8787878787878788,1.0,1.0,33
3451,MS Dhoni,S Sreesanth,0.3333333333333333,0.8888888888888888,1.0,1.0,1.0,1.0,0.8888888888888888,9
3452,JA Morkel,VRV Singh,0.0,0.42857142857142855,0.7142857142857142,0.7142857142857142,0.9999999999999999,0.9999999999999999,1.0,7
3453,JA Morkel,JR Hopes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3454,JA Morkel,IK Pathan,0.125,0.875,0.875,0.875,1.0,1.0,1.0,8
3455,SE Marsh,MS Gony,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,9
3456,JR Hopes,MS Gony,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7000000000000001,1.0,1.0,10
3457,JR Hopes,JA Morkel,0.5,0.75,1.0,1.0,1.0,1.0,0.75,4
3458,K Goel,MS Gony,0.6,0.85,0.9,0.9,0.9500000000000001,1.0,0.9,20
3459,K Goel,JA Morkel,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,3
3460,RR Sarwan,MS Gony,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2
3461,RR Sarwan,JA Morkel,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,3
3462,SE Marsh,P Amarnath,0.2222222222222222,0.5555555555555556,0.6666666666666667,0.6666666666666667,0.7777777777777779,1.0,1.0,9
3463,RR Sarwan,P Amarnath,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,3
3464,RR Sarwan,CK Kapugedera,0.0,0.5,1.0,1.0,1.0,1.0,1.0,4
3465,SE Marsh,CK Kapugedera,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2
3466,SE Marsh,M Muralitharan,0.3333333333333333,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.8888888888888888,1.0,1.0,9
3467,RR Sarwan,M Muralitharan,0.42857142857142855,0.7142857142857142,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,7
3468,SE Marsh,L Balaji,0.375,0.875,0.875,0.875,0.9375,1.0,0.9375,16
3469,RR Sarwan,L Balaji,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,3
3470,Yuvraj Singh,L Balaji,0.3225806451612903,0.8387096774193548,0.9032258064516128,0.9032258064516128,0.9677419354838708,0.9999999999999998,0.935483870967742,31
3471,Yuvraj Singh,P Amarnath,0.14285714285714285,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.857142857142857,0.9999999999999998,0.8571428571428572,7
3472,IK Pathan,P Amarnath,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,3
3473,DPMD Jayawardene,P Amarnath,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2
3474,DPMD Jayawardene,M Muralitharan,0.35294117647058826,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.8823529411764706,1.0,0.8823529411764706,17
3475,IK Pathan,M Muralitharan,0.4666666666666667,0.7333333333333334,0.8,0.8,0.9333333333333333,1.0,1.0,15
3476,PP Chawla,L Balaji,0.4761904761904762,0.8095238095238095,0.9047619047619048,0.9047619047619048,1.0,1.0,0.9523809523809523,21
3477,PP Chawla,M Muralitharan,0.5454545454545454,0.7272727272727273,1.0,1.0,1.0,1.0,0.9090909090909091,11
3478,IK Pathan,MS Gony,0.4761904761904762,0.6666666666666667,0.761904761904762,0.761904761904762,0.9523809523809524,1.0,1.0,21
3479,PP Chawla,MS Gony,0.0,0.0,0.0,0.0,0.5,1.0,1.0,2
3480,IK Pathan,JA Morkel,0.25925925925925924,0.5555555555555556,0.7407407407407408,0.7407407407407408,0.925925925925926,1.0,1.0,27
3481,VRV Singh,L Balaji,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3482,U Kaul,L Balaji,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3483,DA Warner,Z Khan,0.5,0.7894736842105263,0.8157894736842105,0.8421052631578947,0.9473684210526315,1.0,0.9473684210526316,38
3484,S Dhawan,Z Khan,0.5,0.8400000000000001,0.8400000000000001,0.8400000000000001,1.0,1.0,0.92,50
3485,DA Warner,NM Coulter-Nile,0.4523809523809524,0.7619047619047619,0.8809523809523809,0.8809523809523809,0.9523809523809523,1.0,0.9761904761904762,42
3486,S Dhawan,NM Coulter-Nile,0.4375,0.8125,0.875,0.9375,1.0,1.0,1.0,16
3487,S Dhawan,CR Brathwaite,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2
3488,DA Warner,CR Brathwaite,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.9166666666666666,12
3489,DJ Hooda,A Mishra,0.4,0.8,1.0,1.0,1.0,1.0,1.0,10
3490,Yuvraj Singh,NM Coulter-Nile,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,9
3491,Yuvraj Singh,CR Brathwaite,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3492,MC Henriques,CR Brathwaite,0.5,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.9999999999999999,0.9999999999999999,1.0,6
3493,MC Henriques,J Yadav,0.5833333333333334,0.9166666666666667,1.0,1.0,1.0,1.0,1.0,12
3494,MC Henriques,JP Duminy,0.3,0.5,0.9,0.9,1.0,1.0,0.9,10
3495,DA Warner,JP Duminy,0.5,0.8636363636363638,0.9090909090909092,0.9090909090909092,0.9545454545454546,1.0,0.9090909090909091,22
3496,EJG Morgan,JP Duminy,0.375,0.875,0.875,0.875,1.0,1.0,0.875,8
3497,EJG Morgan,A Mishra,0.14285714285714285,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.9523809523809524,1.0,1.0,21
3498,NV Ojha,CR Brathwaite,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,3
3499,EJG Morgan,CR Brathwaite,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3500,NV Ojha,Z Khan,0.6060606060606061,0.787878787878788,0.8787878787878789,0.8787878787878789,0.9393939393939396,1.0000000000000002,0.9393939393939393,33
3501,EJG Morgan,NM Coulter-Nile,0.625,0.75,0.875,0.875,0.875,1.0,0.875,8
3502,NV Ojha,NM Coulter-Nile,0.38461538461538464,0.8461538461538463,0.9230769230769231,0.9230769230769231,1.0,1.0,0.9230769230769231,13
3503,B Kumar,Z Khan,0.0,0.5,0.5,0.5,1.0,1.0,1.0,2
3504,B Kumar,NM Coulter-Nile,0.2,0.6000000000000001,0.8,0.8,1.0,1.0,1.0,5
3505,Q de Kock,B Kumar,0.5357142857142857,0.8928571428571428,0.9285714285714285,0.9642857142857142,0.9999999999999999,0.9999999999999999,1.0,28
3506,RR Pant,BB Sran,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,3
3507,Q de Kock,BB Sran,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,1.0,0.8888888888888888,9
3508,KK Nair,BB Sran,0.3684210526315789,0.631578947368421,0.631578947368421,0.631578947368421,0.894736842105263,0.9999999999999999,1.0,19
3509,RR Pant,Mustafizur Rahman,0.35,0.7,0.75,0.75,0.9,1.0,1.0,20
3510,KK Nair,Mustafizur Rahman,0.5333333333333333,0.8,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,15
3511,KK Nair,DJ Hooda,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,9
3512,RR Pant,DJ Hooda,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,3
3513,RR Pant,KV Sharma,0.16666666666666666,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.9999999999999999,0.9999999999999999,1.0,6
3514,KK Nair,KV Sharma,0.16666666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,12
3515,RR Pant,Yuvraj Singh,0.4,0.8,1.0,1.0,1.0,1.0,0.8,5
3516,JP Duminy,KV Sharma,0.18181818181818185,0.7272727272727273,0.9090909090909092,0.9090909090909092,1.0,1.0,0.9090909090909091,11
3517,JP Duminy,DJ Hooda,0.3333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,15
3518,JP Duminy,BB Sran,0.6,1.0,1.0,1.0,1.0,1.0,0.8,5
3519,JP Duminy,Mustafizur Rahman,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,3
3520,CR Brathwaite,BB Sran,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3521,CR Brathwaite,B Kumar,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,5
3522,CR Brathwaite,Mustafizur Rahman,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2
3523,SV Samson,Mustafizur Rahman,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,6
3524,MJ Lumb,RJ Harris,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,6
3525,NV Ojha,DR Smith,0.4,0.8,0.8,0.8,0.8,1.0,1.0,5
3526,MJ Lumb,DR Smith,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,3
3527,MJ Lumb,RP Singh,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,0.8888888888888888,9
3528,FY Fazal,RP Singh,0.5625,0.6875,0.8125,0.8125,1.0,1.0,0.9375,16
3529,SR Watson,Harmeet Singh,0.16666666666666666,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.9999999999999999,1.0,6
3530,FY Fazal,Harmeet Singh,0.5,0.75,0.75,0.75,1.0,1.0,1.0,4
3531,FY Fazal,A Symonds,0.4666666666666667,0.7333333333333334,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,15
3532,SR Watson,A Symonds,0.4,0.6000000000000001,0.8,0.8,0.8,1.0,1.0,5
3533,FY Fazal,DR Smith,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4
3534,SR Watson,DR Smith,0.38461538461538464,0.7692307692307693,0.8461538461538463,0.8461538461538463,0.9230769230769231,1.0,1.0,13
3535,FY Fazal,PP Ojha,0.3,0.7,0.7,0.7,1.0,1.0,0.9,10
3536,FY Fazal,RJ Harris,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2
3537,YK Pathan,Harmeet Singh,0.25,0.75,1.0,1.0,1.0,1.0,1.0,4
3538,YK Pathan,RJ Harris,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,3
3539,AA Jhunjhunwala,RJ Harris,0.5,0.5,0.5,0.5,1.0,1.0,1.0,2
3540,AA Jhunjhunwala,PP Ojha,0.0,0.5,1.0,1.0,1.0,1.0,1.0,2
3541,AA Jhunjhunwala,RP Singh,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,3
3542,AA Jhunjhunwala,Harmeet Singh,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3543,AS Raut,Harmeet Singh,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,3
3544,SK Warne,Harmeet Singh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3545,SK Warne,RP Singh,0.5,1.0,1.0,1.0,1.0,1.0,1.0,6
3546,M Morkel,Harmeet Singh,0.75,0.75,0.75,0.75,1.0,1.0,1.0,4
3547,AP Dole,Harmeet Singh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
3548,AP Dole,RJ Harris,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2
3549,SK Trivedi,RJ Harris,0.75,0.75,0.75,0.75,1.0,1.0,1.0,4
3550,M Morkel,DR Smith,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2
3551,SK Trivedi,DR Smith,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666667,3
3552,VVS Laxman,YK Pathan,0.8,1.0,1.0,1.0,1.0,1.0,1.0,5
3553,AC Gilchrist,SR Watson,0.5,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.9166666666666667,1.0,0.9583333333333334,24
3554,VVS Laxman,SR Watson,0.7333333333333333,0.8666666666666666,0.8666666666666666,0.8666666666666666,0.9999999999999999,0.9999999999999999,1.0,15
3555,VVS Laxman,AP Dole,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666667,3
3556,AC Gilchrist,AP Dole,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857142,0.9999999999999999,0.8571428571428572,7
3557,RG Sharma,AP Dole,0.2727272727272727,0.4545454545454546,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,11
3558,A Symonds,AP Dole,0.4,1.0,1.0,1.0,1.0,1.0,1.0,5
3559,A Symonds,M Morkel,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,14
3560,A Symonds,SK Trivedi,0.14285714285714285,0.6190476190476191,0.6666666666666667,0.7142857142857144,0.9047619047619049,1.0,0.9523809523809523,21
3561,Anirudh Singh,SK Trivedi,0.4,1.0,1.0,1.0,1.0,1.0,1.0,5
3562,Anirudh Singh,SK Warne,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428572,7
3563,DR Smith,SK Warne,0.5384615384615384,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,0.9230769230769231,13
3564,DR Smith,SR Watson,0.5161290322580645,0.8709677419354839,0.8709677419354839,0.8709677419354839,0.967741935483871,1.0,1.0,31
3565,RG Sharma,SR Watson,0.2058823529411765,0.676470588235294,0.7941176470588235,0.7941176470588235,1.0,1.0,1.0,34
3566,AA Bilakhia,SK Warne,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,3
3567,AA Bilakhia,SR Watson,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3568,RJ Harris,SK Warne,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2
3569,RP Singh,SK Warne,0.25,0.75,1.0,1.0,1.0,1.0,1.0,4
3570,RP Singh,M Morkel,0.8,1.0,1.0,1.0,1.0,1.0,0.8,5
3571,RP Singh,SK Trivedi,0.75,1.0,1.0,1.0,1.0,1.0,0.5,4
3572,DPMD Jayawardene,DW Steyn,0.7142857142857143,0.8857142857142858,0.8857142857142858,0.8857142857142858,0.9714285714285715,1.0,1.0,35
3573,V Sehwag,I Sharma,0.6086956521739131,0.9130434782608696,0.9130434782608696,0.9130434782608696,1.0,1.0,0.9565217391304348,23
3574,V Sehwag,DW Steyn,0.5405405405405406,0.8378378378378379,0.864864864864865,0.864864864864865,1.0000000000000002,1.0000000000000002,0.9459459459459459,37
3575,V Sehwag,NLTC Perera,0.2857142857142857,0.7142857142857142,0.857142857142857,0.857142857142857,0.9999999999999998,0.9999999999999998,1.0,7
3576,DPMD Jayawardene,NLTC Perera,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,3
